bit1,bit2,bit3,bit4,bit5,bit6,bit7,bit8,bit9,bit10,bit11,bit12,bit13,bit14,bit15,bit16,bit17,bit18,bit19,bit20,bit21,bit22,bit23,bit24,bit25,bit26,bit27,bit28,bit29,bit30,bit31,bit32,band
0.7100687924232336,0.4861380961341431,0.0,0.0,2.591095192579118e-05,0.4978874276346783,0.7708230431488556,0.6540095543890891,0.44053717159401584,0.20444422567846912,0.14049236632541426,0.07899628884939225,0.051724759953739166,0.042473703256383596,0.041362337559475125,0.04095849216642401,0.04159397392565749,0.040686014985915224,0.0406330361958984,0.029867583616462273,0.04145059132464768,0.029520257837072433,0.040900304134933674,0.04144352067347402,0.0297314727976541,0.028357921524816865,0.029858003344695554,0.029950241882183155,0.04098377605958756,0.030086667853731677,0.041435289939672826,0.029345983653638916,0
0.7103339708892038,0.4862342738741168,0.0,0.0,0.0,0.4978466284299824,0.7701810082976511,0.653991823851024,0.4429460021406053,0.2069973451884368,0.14031820522785748,0.07856696900035941,0.05140784961812569,0.04284211806861523,0.04065511132542309,0.04163761985187146,0.04142861157579808,0.040093316796950204,0.040594104430950025,0.029290959144485953,0.040558004522677944,0.029722599315290178,0.04040152104366139,0.04072906723140469,0.02955749708607342,0.029948038725039993,0.029539837614942187,0.028541140301733617,0.04109401019875982,0.03068460687375595,0.04110194104272537,0.029358999062324843,1
0.7103695063243528,0.48629648540237735,0.0,0.0,0.0,0.4972768382251817,0.768826556622957,0.651935418942035,0.44167217020193966,0.20769152904602636,0.14206861690908912,0.07984633683869814,0.051110918557059654,0.04182884666733393,0.0418058106343816,0.04003117414996203,0.04068149306187548,0.040882974873342526,0.04082117558792562,0.029038177278897966,0.04037736289506848,0.03051219855106947,0.03999735238848359,0.04032491235536248,0.029863470557059686,0.02932039079028301,0.029647575785118188,0.030061943289746717,0.04131363076216661,0.029274709096361696,0.042555972129853584,0.029269357735423225,2
0.7100003387025638,0.48646442331207745,0.0,0.0,0.0,0.49603034508923255,0.7693947661188736,0.6517703216389791,0.4417263209515747,0.20755516167223628,0.1404799055805768,0.07870289500824755,0.05085883737708521,0.04193973626985515,0.04107551531327946,0.04078176253613062,0.039876096852868366,0.041017361106978345,0.041101514227624224,0.029845557495395372,0.04048524305908068,0.02941218032356708,0.04093852081855296,0.039910373299621896,0.029288402269138616,0.02874116226400736,0.02893631817391758,0.029121806141288918,0.04022124300338691,0.029157461066697452,0.0407889158473857,0.02917434325138074,3
0.7087137503597031,0.4862565809749354,0.0,0.0,0.0,0.4961385270110264,0.7707708925594413,0.6532828626705657,0.4430884170240832,0.20917106614159134,0.1417438110614106,0.07883561329988358,0.05029700889721855,0.04153269384830402,0.04085151596390099,0.04057035249044911,0.039841078209887346,0.040710169798195514,0.04044299993325031,0.02923276569277455,0.041117809713197534,0.030123714070160283,0.04194318901410542,0.040744770440236264,0.029404037025817332,0.030503426818233533,0.029511328020452577,0.029793245024955846,0.04042548879852165,0.029252127781272477,0.040424290250537745,0.029362393813604417,4
0.7090533131842829,0.4862754557762468,0.0,0.0,0.0,0.49607723552665345,0.769346201435498,0.6513215709072836,0.4421991660512577,0.20763794423088294,0.1411234066461735,0.07948819208190629,0.050504835797035734,0.04271192867940965,0.04041781255542493,0.041060666294599577,0.040598690763659635,0.04043347642007507,0.04099360248435198,0.02978271988287425,0.04009397721675346,0.02932928584413617,0.041453516262273,0.04078573346806814,0.02964844095649889,0.028661221740608575,0.028827497636071044,0.029675790242452336,0.04088382417891516,0.028986145455569448,0.0408416744449345,0.02947847807413843,5
0.7088919374082472,0.4861792113249789,0.0,0.0,0.0,0.4949735589745638,0.7708063453255367,0.6522214839382261,0.4447953807463419,0.20986433260481824,0.1422688927457514,0.07885592010009722,0.051038766966802006,0.0418393147461831,0.04148905703138363,0.040713929183804155,0.03977397509138474,0.04063643912522549,0.04044003390195115,0.02946513910797272,0.04108516287855254,0.029417655773139435,0.04037517106990894,0.0406459323248972,0.029320246374034194,0.029447111445232564,0.02934590265317913,0.03066523369668015,0.041026718153172506,0.029165205638669037,0.040964488886576673,0.029718110615601468,6
0.7087986352664077,0.48582483491860506,0.0,0.0,0.0,0.4959553614804981,0.771812718107391,0.6541590471388395,0.44598918322956355,0.20874235685399173,0.13973428630982432,0.08013570800819494,0.05097537213677301,0.04227227492323288,0.040985998857235584,0.04189884027585627,0.04091839950510849,0.04077613049953071,0.040795474035277945,0.030425836842092876,0.04100772360573483,0.029913642310539928,0.039749669797501476,0.040306353778896076,0.028978746900639566,0.029261151062521435,0.029327715957866072,0.02887680501722668,0.04064823830599101,0.029796371048286936,0.041104970347656,0.028862825224394418,7
0.7086027035550609,0.48592791721979306,0.0,0.0,5.595614777065633e-05,0.4952434350265789,0.7705465494320006,0.6518164131403646,0.4440422582209259,0.21113273365492058,0.14134059901555523,0.07920628581999013,0.05241171693156563,0.04236686702540417,0.040267926781265055,0.041736142133767,0.04104967177227159,0.04129344010655317,0.039867391207153005,0.02901112112192665,0.041516363241398964,0.03044056643208747,0.04064254640314731,0.04030713509695203,0.029194169608943388,0.028766210542042335,0.030341932262874086,0.028430786053538187,0.0412355965966989,0.02920791616479657,0.039487651886611116,0.029673484158530432,8
0.7090327334569002,0.48601723824491333,0.0,0.0,0.0,0.49474107212109125,0.7702811235851877,0.6524803705075335,0.44273724948989734,0.2092376693446429,0.14019452256661843,0.07883156568846328,0.05144531299583571,0.041950026202768664,0.04075712510961266,0.04024493324624835,0.04036222372083032,0.04162509613781573,0.04013899169606778,0.029782749506542364,0.041519711245728445,0.028918222020535463,0.03991162237543661,0.04085748952185924,0.029465229442727565,0.029643470533147972,0.029318176585894633,0.02942717295326736,0.04084691790188662,0.029565326142561438,0.04099256727912261,0.030000435167209676,9
0.7081935798539837,0.4861276730615121,0.0,0.0,0.0,0.49497757181766106,0.770381538301266,0.650838424581812,0.44254016041762656,0.20972399636811836,0.14209021365477856,0.08007102744831186,0.05111965173325589,0.04172915806921292,0.04044047175718382,0.040468384417934974,0.04029137952050027,0.04028292079456598,0.040469101634169204,0.028940046846703465,0.040561527057439324,0.02890788080546387,0.040850261899933855,0.04041860287927608,0.02950580514561743,0.029968847278781706,0.0297521014741074,0.029358225965099634,0.040813864814657416,0.030040189902188104,0.040496814799567474,0.030105147204437074,10
0.7080454012717902,0.4860583740383114,0.0,0.0,2.6687204800796917e-05,0.49501155776362665,0.770555250433088,0.6499200949703067,0.4431622132845433,0.20748957009464492,0.14050940004716228,0.07851328704488102,0.05106330946721452,0.04146118907535258,0.04106449177758517,0.039609889290804105,0.04073045072617044,0.0402668200902761,0.04071924061532836,0.02971861458727786,0.04089630383475231,0.029535297680967864,0.04048346850962602,0.04004638473492011,0.02960386439165704,0.029844827504474345,0.029755645184896495,0.028673087543073975,0.04061403220973104,0.028400883199640455,0.040091693386380925,0.029697679841906934,11
0.7066003104309869,0.48597386078446203,0.0,0.0,0.0,0.49497078983875864,0.7703609661558825,0.649913209762076,0.44078997296728734,0.20525817158534232,0.1393242884178362,0.07948768878982562,0.05073471336815551,0.04223384592126859,0.040133794945583494,0.04010083952403162,0.0401399720437302,0.04050450655909632,0.040992128447299596,0.03007070616317423,0.04049701373384578,0.028663754284775467,0.0397895316726031,0.039273063957346345,0.02884856335657154,0.028751147147397706,0.02933916219118281,0.029131213318692655,0.040150328806350145,0.028814251931380475,0.04036982282642865,0.028492724374421716,12
0.7069426112592755,0.48616501012263796,0.0,0.0,0.0,0.49515532414357516,0.7699462607671522,0.6513827571805001,0.4410407948493426,0.20544605874082086,0.13917989897609187,0.07905094077353651,0.05107042751260254,0.041735492436022065,0.04108142496153198,0.0403087005993467,0.039937087941168535,0.03989019926156816,0.0398372199971161,0.029219581382598545,0.040738459962457396,0.028472956995243406,0.04022299692901751,0.038560109389142984,0.029279681709551544,0.029205401911671612,0.028671626706395437,0.028856779456354283,0.039166959561541724,0.029452598598475828,0.03970058919652953,0.029291099897935262,13
0.7067745940222727,0.4858043032861191,0.0,0.0,0.0,0.495932821203734,0.7685115677292141,0.6505731041263096,0.4388191644217986,0.2039687976087163,0.13791354920889354,0.0781209037928499,0.05033201708290697,0.041271978590007266,0.04030904715675439,0.04059216973544469,0.0399896636955751,0.04052317662190816,0.040833041387721966,0.02916676531441392,0.04012142272075393,0.02972659023037798,0.040979757435529035,0.03965330492933365,0.028989983485999682,0.028804972244849455,0.029075272887686042,0.029024875599061216,0.040134627619817294,0.02928535756944978,0.03963070487515589,0.029204382634785267,14
0.707252043989284,0.4856976246797298,0.0,0.0,0.0,0.49522266678257537,0.7699197701763155,0.6531091643027722,0.44053152564978404,0.20562868385525565,0.1391157521514277,0.07891386091712783,0.049295222964478365,0.0413555867973351,0.04032518580500925,0.040118111906677856,0.04034409478672895,0.04026160692033441,0.0412389413734871,0.029510750855881753,0.040493095415149685,0.028979374252695814,0.04012932331445163,0.039315036871262955,0.029398136385041445,0.02866904016279937,0.029114123019553184,0.029075290982857528,0.04040070375348893,0.028811845923781148,0.04000047838964442,0.028515676350002777,15
0.7074045323568124,0.48603836760385827,0.0,0.0,2.856047624799942e-05,0.49479403397718236,0.7679377595329463,0.6507933282175513,0.4413687219591429,0.20493810296666828,0.1385895943924642,0.07846903535192597,0.04970276451014104,0.041617779698532725,0.040004535357930644,0.039730728716890255,0.04049237662761921,0.03994716979124814,0.04011333822957136,0.029530608159624886,0.04090973071878924,0.029339326234252925,0.04003708499704124,0.04050476402750631,0.02941434417042275,0.029658613075968163,0.028631921286775004,0.02848391295891288,0.039832434094387095,0.029176825932927492,0.040039116331722385,0.0294832088489716,16
0.7080720103758705,0.4864221672098532,0.0,0.0,0.0,0.49482848302762616,0.7690006020362676,0.6519082718758837,0.43980131197827943,0.20392065625643263,0.1376968624649908,0.07807523627404632,0.05044088700157559,0.04205307994367438,0.039955944396091264,0.04040710039119202,0.04019855949182088,0.04025168586872498,0.039921793393410156,0.02863475931723487,0.03962921729759878,0.028496070295379004,0.03985357901707296,0.040695902010049315,0.028862759994850266,0.028859649678065643,0.02876595876645828,0.0291706617343093,0.040030929700246055,0.029629759731957635,0.04000905069611315,0.029136389733684112,17
